URL,abuse_email,abuse_phone,admin_name,admin_organization,admin_email,admin_address,admin_phone,admin_fax,billing_name,billing_organization,billing_email,billing_address,billing_phone,billing_fax,registrant_name,registrant_organization,registrant_email,registrant_address,registrant_phone,registrant_fax,registrar_name,registrar_email,registrar_address,registrar_phone,registrar_fax,technical_name,technical_organization,technical_email,technical_address,technical_phone,technical_fax,created_date,updated_date,expires_date,status,nameservers,domain_name,label
https://infact.press/2020/08/post-7401/,registrar-abuse@netowl.jp,tel:+81.752568553,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"Netowl,Inc.",,,,,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,2019-11-18 11:53:33+00:00,2022-10-22 03:17:46+00:00,2023-11-18 23:59:59+00:00,['client transfer prohibited'],"['ns1.xserver.jp', 'ns2.xserver.jp', 'ns3.xserver.jp', 'ns4.xserver.jp', 'ns5.xserver.jp']",infact.press,False
https://infact.press/2019/10/post-3210/,registrar-abuse@netowl.jp,tel:+81.752568553,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"Netowl,Inc.",,,,,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,2019-11-18 11:53:33+00:00,2022-10-22 03:17:46+00:00,2023-11-18 23:59:59+00:00,['client transfer prohibited'],"['ns1.xserver.jp', 'ns2.xserver.jp', 'ns3.xserver.jp', 'ns4.xserver.jp', 'ns5.xserver.jp']",infact.press,False
https://infact.press/2020/10/post-8361/,registrar-abuse@netowl.jp,tel:+81.752568553,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"Netowl,Inc.",,,,,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,2019-11-18 11:53:33+00:00,2022-10-22 03:17:46+00:00,2023-11-18 23:59:59+00:00,['client transfer prohibited'],"['ns1.xserver.jp', 'ns2.xserver.jp', 'ns3.xserver.jp', 'ns4.xserver.jp', 'ns5.xserver.jp']",infact.press,Pants-on-Fire
https://infact.press/2019/10/post-3415/,registrar-abuse@netowl.jp,tel:+81.752568553,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"Netowl,Inc.",,,,,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,2019-11-18 11:53:33+00:00,2022-10-22 03:17:46+00:00,2023-11-18 23:59:59+00:00,['client transfer prohibited'],"['ns1.xserver.jp', 'ns2.xserver.jp', 'ns3.xserver.jp', 'ns4.xserver.jp', 'ns5.xserver.jp']",infact.press,Misleading
https://infact.press/2020/10/post-9066/,registrar-abuse@netowl.jp,tel:+81.752568553,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"Netowl,Inc.",,,,,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,2019-11-18 11:53:33+00:00,2022-10-22 03:17:46+00:00,2023-11-18 23:59:59+00:00,['client transfer prohibited'],"['ns1.xserver.jp', 'ns2.xserver.jp', 'ns3.xserver.jp', 'ns4.xserver.jp', 'ns5.xserver.jp']",infact.press,False
https://infact.press/2020/08/post-7321/,registrar-abuse@netowl.jp,tel:+81.752568553,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"Netowl,Inc.",,,,,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,2019-11-18 11:53:33+00:00,2022-10-22 03:17:46+00:00,2023-11-18 23:59:59+00:00,['client transfer prohibited'],"['ns1.xserver.jp', 'ns2.xserver.jp', 'ns3.xserver.jp', 'ns4.xserver.jp', 'ns5.xserver.jp']",infact.press,False
https://infact.press/2021/03/post-10734/,registrar-abuse@netowl.jp,tel:+81.752568553,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"Netowl,Inc.",,,,,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,2019-11-18 11:53:33+00:00,2022-10-22 03:17:46+00:00,2023-11-18 23:59:59+00:00,['client transfer prohibited'],"['ns1.xserver.jp', 'ns2.xserver.jp', 'ns3.xserver.jp', 'ns4.xserver.jp', 'ns5.xserver.jp']",infact.press,False
https://infact.press/2021/05/post-11927/,registrar-abuse@netowl.jp,tel:+81.752568553,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"Netowl,Inc.",,,,,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,2019-11-18 11:53:33+00:00,2022-10-22 03:17:46+00:00,2023-11-18 23:59:59+00:00,['client transfer prohibited'],"['ns1.xserver.jp', 'ns2.xserver.jp', 'ns3.xserver.jp', 'ns4.xserver.jp', 'ns5.xserver.jp']",infact.press,Inaccurate
https://infact.press/2021/04/post-10879/,registrar-abuse@netowl.jp,tel:+81.752568553,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"Netowl,Inc.",,,,,REDACTED FOR PRIVACY,XSERVER Inc.,REDACTED FOR PRIVACY,"Osaka, Japan",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,2019-11-18 11:53:33+00:00,2022-10-22 03:17:46+00:00,2023-11-18 23:59:59+00:00,['client transfer prohibited'],"['ns1.xserver.jp', 'ns2.xserver.jp', 'ns3.xserver.jp', 'ns4.xserver.jp', 'ns5.xserver.jp']",infact.press,False
https://www.buzzfeed.com/jp/kotahatachi/emergency-declaration-5,abusecomplaints@markmonitor.com,+1.2086851750,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,,,,,,REDACTED FOR PRIVACY,,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,,"3540 E Longwing Ln, Meridian, ID, 83646, US",,,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,2002-08-07 18:40:30+00:00,2022-11-03 20:26:50+00:00,2024-08-07 00:00:00+00:00,"['client update prohibited', 'client transfer prohibited', 'client delete prohibited', 'server update prohibited', 'server transfer prohibited', 'server delete prohibited']","['ns-1015.awsdns-62.net', 'ns-1367.awsdns-42.org', 'ns-1554.awsdns-02.co.uk', 'ns-166.awsdns-20.com']",buzzfeed.com,False
https://www.buzzfeed.com/jp/kotahatachi/not-korea-its-kamaishi,abusecomplaints@markmonitor.com,+1.2086851750,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,,,,,,REDACTED FOR PRIVACY,,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,,"3540 E Longwing Ln, Meridian, ID, 83646, US",,,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,2002-08-07 18:40:30+00:00,2022-11-03 20:26:50+00:00,2024-08-07 00:00:00+00:00,"['client update prohibited', 'client transfer prohibited', 'client delete prohibited', 'server update prohibited', 'server transfer prohibited', 'server delete prohibited']","['ns-1015.awsdns-62.net', 'ns-1367.awsdns-42.org', 'ns-1554.awsdns-02.co.uk', 'ns-166.awsdns-20.com']",buzzfeed.com,False
https://www.buzzfeed.com/jp/saoriibuki/corona-virus-health-insurance,abusecomplaints@markmonitor.com,+1.2086851750,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,,,,,,REDACTED FOR PRIVACY,,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,,"3540 E Longwing Ln, Meridian, ID, 83646, US",,,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,2002-08-07 18:40:30+00:00,2022-11-03 20:26:50+00:00,2024-08-07 00:00:00+00:00,"['client update prohibited', 'client transfer prohibited', 'client delete prohibited', 'server update prohibited', 'server transfer prohibited', 'server delete prohibited']","['ns-1015.awsdns-62.net', 'ns-1367.awsdns-42.org', 'ns-1554.awsdns-02.co.uk', 'ns-166.awsdns-20.com']",buzzfeed.com,Inaccurate
https://www.buzzfeed.com/jp/kensukeseya/fc-abe-pic,abusecomplaints@markmonitor.com,+1.2086851750,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,,,,,,REDACTED FOR PRIVACY,,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,,"3540 E Longwing Ln, Meridian, ID, 83646, US",,,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,2002-08-07 18:40:30+00:00,2022-11-03 20:26:50+00:00,2024-08-07 00:00:00+00:00,"['client update prohibited', 'client transfer prohibited', 'client delete prohibited', 'server update prohibited', 'server transfer prohibited', 'server delete prohibited']","['ns-1015.awsdns-62.net', 'ns-1367.awsdns-42.org', 'ns-1554.awsdns-02.co.uk', 'ns-166.awsdns-20.com']",buzzfeed.com,False
https://www.buzzfeed.com/jp/kotahatachi/putin-daughter,abusecomplaints@markmonitor.com,+1.2086851750,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,,,,,,REDACTED FOR PRIVACY,,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,,"3540 E Longwing Ln, Meridian, ID, 83646, US",,,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,2002-08-07 18:40:30+00:00,2022-11-03 20:26:50+00:00,2024-08-07 00:00:00+00:00,"['client update prohibited', 'client transfer prohibited', 'client delete prohibited', 'server update prohibited', 'server transfer prohibited', 'server delete prohibited']","['ns-1015.awsdns-62.net', 'ns-1367.awsdns-42.org', 'ns-1554.awsdns-02.co.uk', 'ns-166.awsdns-20.com']",buzzfeed.com,Pants-on-Fire
https://www.buzzfeed.com/jp/kotahatachi/kawasaki-debunk,abusecomplaints@markmonitor.com,+1.2086851750,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,,,,,,REDACTED FOR PRIVACY,,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,,"3540 E Longwing Ln, Meridian, ID, 83646, US",,,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,2002-08-07 18:40:30+00:00,2022-11-03 20:26:50+00:00,2024-08-07 00:00:00+00:00,"['client update prohibited', 'client transfer prohibited', 'client delete prohibited', 'server update prohibited', 'server transfer prohibited', 'server delete prohibited']","['ns-1015.awsdns-62.net', 'ns-1367.awsdns-42.org', 'ns-1554.awsdns-02.co.uk', 'ns-166.awsdns-20.com']",buzzfeed.com,Misleading
https://mainichi.jp/articles/20200911/k00/00m/010/333000c,abusecomplaints@markmonitor.com,+1.2086851750,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,,,,,,REDACTED FOR PRIVACY,,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,,,"3540 E Longwing Ln, Meridian, ID, 83646, US",,,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"NY, US",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,2002-08-07 18:40:30+00:00,2022-11-03 20:26:50+00:00,2024-08-07 00:00:00+00:00,"['client update prohibited', 'client transfer prohibited', 'client delete prohibited', 'server update prohibited', 'server transfer prohibited', 'server delete prohibited']","['ns-1015.awsdns-62.net', 'ns-1367.awsdns-42.org', 'ns-1554.awsdns-02.co.uk', 'ns-166.awsdns-20.com']",buzzfeed.com,Inaccurate
